BOAT RIDE,Boat tour to Seychelles beach - Ikaria,Icaria,3,Drinks,Offered in English,George,My name is George and i'm from the beautiful island of Ikaria.It pleases me to show my guests these miracles of nature as i know them.Together we will enjoy some time on board my boat visiting locations that are magical and secluded.,$55 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,8,,,"https://maps.google.com/maps?ll=37.556383,26.116527&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/637927?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
HORSEBACK RIDE,Trail riding in the Rocky Mountains,East Kootenay F,1,Equipment,Offered in English,Shelby,I am a NCCP Western Riding Coach for Equine Canada and a graduate of the Equine Science program at Olds College. I grew up in the East Kootenay's and have rode horses my entire life. I work from an Outfitting Territory near Whiteswan Lake and we own many experienced and safe trail horses.,$79 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,4,,,"https://maps.google.com/maps?ll=50.223768,-115.464144&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/866077?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,Saberes locais no Delta do Parnaíba,Tutóia,12,"Food, Equipment and Transportation",Offered in Portuguese,Genilson,"Sou Genilson Gonçalves Nunes, professor de Geografia, formado pela Universidade Federal do Rio Grande do Sul - Brasil.
Apaixonando pelas coisas da minha comunidade, Cajazeiras -Tutóia – MA, procuro valorizar e respeitar os saberes ancestrais locais, preservando a natureza e a forma de vida local com o intuito de prestigiar a diversidade do nosso país.
Meu objetivo é proporcionar às pessoas que…+ More",$41 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,4,,,"https://maps.google.com/maps?ll=-2.841182,-42.20975&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/765072?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Passeios na Chapada Diamantina,Lençóis,10.5,Food,Offered in Portuguese,Léo,"Sou Léo, nativo, consultor de passeios de caminhadas pelo Vale do Pati, Morro do Pai Inácio, Cachoeira do Mosquito, Gruta da Lapa Doce, Poço Encantado e Poço Azul , de carro no Parque Nacional da Chapada Diamantina - Bahia!
Existe locais privados, que precisam pagar para entrar, que irá pagar nos locais.",$44 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,10,,,"https://maps.google.com/maps?ll=-12.564494,-41.389911&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/562242?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
HISTORY WALK,Explore Hidden Castles,Naha,4.5,Transportation,Offered in English,Natalia,"Have you ever wished to experience an “Indiana Jones moment”, walking through the nature and finding forgotten sites, such as: kings’ tombs, sacred shrines, power spots and castle ruins from the kingdom era? Currently I work on several cultural projects, and a part of my job and a spare time hobby is learning about the history, and discovering many hidden gems of this beautiful island. I know more…+ More",$82 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,7,4,5.0,43 reviews,"https://maps.google.com/maps?ll=26.216139,127.694415&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/239936?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,JUNGLE IN THE CITY,Kuala Lumpur,3,"Food, Drinks, 1 ticket, Equipment and Transportation",Offered in English,John Chan,"I'm a treehugger by confession and have a soft spot for our diminishing rainforest. I'm a Jungle Guide, member of Malaysian Nature Society and founder of Nature Inspired, an ecotourism alliance and organizer of responsible and affordable eco/culture/food trips in Asia since 2007. Kuala Lumpur is my home since 2002. Follow us on Facebook and Instagram @mynatureinspired and @airbnbexperienceskl.",$35 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,4,10,4.91,156 reviews,"https://maps.google.com/maps?ll=3.149275,101.698007&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/178028?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,Mindful walking aorund Svinkløv,Fjerritslev,3,Drinks,Offered in English,Lise Lotte,Being mindful in the nature brings you calmness and new energy. I am en experienced mindful teacher and I use the nature around me a lot to bring boht myself and the people I teach more balance in life. Mindfulness in the nature reduces stress and overthinking.,$28 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,10,,,"https://maps.google.com/maps?ll=57.136781,9.347069&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/668381?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,Jardín Surrealista y Pueblo Mágico,Xilitla,8,"Food, Drinks, 1 ticket, Equipment and Transportation",Offered in Spanish,Francisco,"Soy guía de ecoturismo y aventura. He trabajado 11 años en diferentes partes de México, dedico gran parte de mi tiempo en viajar por mi país conociendo nuestra cultura, historia gastronomía, naturaleza y muchísimas personas. Estudié licenciatura en desarrollo turístico sustentable y he tomado cursos, talleres, certificaciones 
y sobre todo experiencias personales que me hacen un profesional en las…+ More",$34 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,5,10,,,"https://maps.google.com/maps?ll=21.385611,-98.98966&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/681549?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Jungle Waterfall Hike/Swim Vallarta,Puerto Vallarta,4.5,"Food, 1 ticket and Transportation",All languages welcome,Matthias,"Hi all, we are two friends, Mitchel and Matthias, living in Mexico. We love nature and we hike a lot. We share the passion to travel and have each lived in many countries always in search of beautiful nature and little paradises. 

Around Puerto Vallarta exist a lot of magical places: mountains, waterfalls and rainforest. Rare animals can be seen.

Have a look at the experience we share so you…+ More",$27 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,9,10,4.94,66 reviews,"https://maps.google.com/maps?ll=20.602277,-105.235612&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/686411?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
HORSEBACK RIDE,Ride Retired Racehorses at Lake Fork,Yantis,2,Equipment,Offered in English,Valerie,"I grew up riding ponies and horses. I have a BS in Equine Business from West Texas A&M University where I furthered my equestrian expertise and learned to jump. Now I own my own farm, Lake Fork Stables. I love introducing horses to people who have never ridden before and I have a passion for retired racehorses.",$80 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,5,4,5.0,3 reviews,"https://maps.google.com/maps?ll=32.886874,-95.551326&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/274872?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
